Name,Name,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JAGUAR F-TYPE R COUPE AWD,Jaguar F-TYPE R COUPE AWD,JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5,8,AS6,Z,15.6,10.4,13.3,21,311
JAGUAR XE 20D AWD,Jaguar XE 20d AWD,JAGUAR,XE 20d AWD,COMPACT,2,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR XE 35T AWD,Jaguar XE 35t AWD,JAGUAR,XE 35t AWD,COMPACT,3,6,AS8,Z,11.8,8.2,10.2,28,238
JAGUAR XF 20D AWD,Jaguar XF 20d AWD,JAGUAR,XF 20d AWD,MID-SIZE,2,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR XF 35T AWD,Jaguar XF 35t AWD,JAGUAR,XF 35t AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243
JAGUAR XJL PORTFOLIO 3.0 AWD,Jaguar XJL PORTFOLIO 3.0 AWD,JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,11.9,24,280
JAGUAR XJR  LWB,Jaguar XJR  LWB,JAGUAR,XJR  LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
JEEP CHEROKEE 4X4 ACTIVE DRIVE I,Jeep CHEROKEE 4X4 ACTIVE DRIVE I,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10,28,235
JEEP CHEROKEE 4X4 ACTIVE DRIVE LOCK,Jeep CHEROKEE 4X4 ACTIVE DRIVE LOCK,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,256
JEEP GRAND CHEROKEE SRT8,Jeep GRAND CHEROKEE SRT8,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP NEW COMPASS,Jeep NEW COMPASS,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP NEW COMPASS 4X4,Jeep NEW COMPASS 4X4,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
KIA FORTE (MPI),Kia FORTE (MPI),KIA,FORTE (MPI),MID-SIZE,2,4,AS6,X,7.9,6.3,7.2,39,170
KIA FORTE (GDI),Kia FORTE (GDI),KIA,FORTE (GDI),MID-SIZE,2,4,AS6,X,9.4,7,8.3,34,198
KIA NIRO,Kia NIRO,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
KIA NIRO FE,Kia NIRO FE,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
KIA NIRO TOURING,Kia NIRO TOURING,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
KIA OPTIMA FE,Kia OPTIMA FE,KIA,OPTIMA FE,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8,35,190
KIA OPTIMA TURBO,Kia OPTIMA TURBO,KIA,OPTIMA TURBO,FULL-SIZE,2,4,AS6,X,10.9,7.6,9.4,30,224
KIA SORENTO AWD FE,Kia SORENTO AWD FE,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,AS6,X,13.2,9.3,11.4,25,270
KIA SOUL TURBO,Kia SOUL TURBO,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
LAMBORGHINI AVENTADOR COUPE LP 740,Lamborghini AVENTADOR COUPE LP 740,LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAMBORGHINI AVENTADOR ROADSTER LP 740,Lamborghini AVENTADOR ROADSTER LP 740,LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAND ROVER RANGE ROVER EVOQUE CONVERTIBLE,Land Rover RANGE ROVER EVOQUE CONVERTIBLE,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2,4,AS9,Z,12,8.5,10.4,27,243
LINCOLN CONTINENTAL AWD,Lincoln CONTINENTAL AWD,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14,9.5,12,24,281
LINCOLN MKC AWD (START/STOP),Lincoln MKC AWD (Start/Stop),LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,AS6,X,12.1,9.3,10.8,26,254
MASERATI LEVANTE,Maserati LEVANTE,MASERATI,LEVANTE,SUV - STANDARD,3,6,AS8,Z,16.8,11.9,14.7,19,340
MASERATI LEVANTE S,Maserati LEVANTE S,MASERATI,LEVANTE S,SUV - STANDARD,3,6,AS8,Z,16.8,12.4,14.7,19,346
MERCEDES-BENZ AMG C 63 CABRIOLET,Mercedes-Benz AMG C 63 CABRIOLET,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4,8,AS7,Z,14,10.1,12.2,23,291
MERCEDES-BENZ AMG C 63 COUPE,Mercedes-Benz AMG C 63 COUPE,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4,8,AS7,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ AMG C 63 S CABRIOLET,Mercedes-Benz AMG C 63 S CABRIOLET,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,AS7,Z,14,10.1,12.2,23,291
MERCEDES-BENZ AMG C 63 S COUPE,Mercedes-Benz AMG C 63 S COUPE,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4,8,AS7,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ AMG GLA 45 4MATIC,Mercedes-Benz AMG GLA 45 4MATIC,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2,4,AS7,Z,11.3,8.5,10,28,233
MERCEDES-BENZ AMG GLC 43 4MATIC COUPE,Mercedes-Benz AMG GLC 43 4MATIC COUPE,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3,6,A9,Z,17.4,11.1,14.6,19,353
MERCEDES-BENZ AMG GLE 43 4MATIC,Mercedes-Benz AMG GLE 43 4MATIC,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,A9,Z,13.6,10.1,12,24,281
MERCEDES-BENZ AMG GLE 43 4MATIC COUPE,Mercedes-Benz AMG GLE 43 4MATIC COUPE,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.6,10.2,12,24,281
MERCEDES-BENZ AMG GLE 63 S 4MATIC COUPE,Mercedes-Benz AMG GLE 63 S 4MATIC COUPE,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ AMG GLS 63,Mercedes-Benz AMG GLS 63,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS7,Z,18.2,14,16.3,17,369
MERCEDES-BENZ AMG GT COUPE,Mercedes-Benz AMG GT COUPE,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ AMG GT S COUPE,Mercedes-Benz AMG GT S COUPE,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ AMG S 63 4MATIC,Mercedes-Benz AMG S 63 4MATIC,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ AMG S 63 CABRIOLET,Mercedes-Benz AMG S 63 CABRIOLET,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS7,Z,16.4,10.6,13.8,20,322
MERCEDES-BENZ AMG S 65 CABRIOLET,Mercedes-Benz AMG S 65 CABRIOLET,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6,12,AS7,Z,17.1,11,14.3,20,348
MERCEDES-BENZ AMG SLC 43,Mercedes-Benz AMG SLC 43,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.6,8.2,10.1,28,234
MERCEDES-BENZ C 300 4MATIC CABRIOLET,Mercedes-Benz C 300 4MATIC CABRIOLET,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,10.8,8,9.5,30,222
MERCEDES-BENZ C 300 4MATIC COUPE,Mercedes-Benz C 300 4MATIC COUPE,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2,4,AS7,Z,10.4,8,9.3,30,218
MERCEDES-BENZ GLC 300 4MATIC,Mercedes-Benz GLC 300 4MATIC,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2,4,A9,Z,11.1,8.5,10,28,233
MERCEDES-BENZ GLS 450 4MATIC,Mercedes-Benz GLS 450 4MATIC,MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3,6,A9,Z,14.4,11.4,13,22,306
MERCEDES-BENZ GLS 550 4MATIC,Mercedes-Benz GLS 550 4MATIC,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,16.7,12.9,15,19,347
MERCEDES-BENZ S 550 4MATIC CABRIOLET,Mercedes-Benz S 550 4MATIC CABRIOLET,MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A9,Z,13.9,9.3,11.8,24,276
MERCEDES-BENZ SL 450,Mercedes-Benz SL 450,MERCEDES-BENZ,SL 450,TWO-SEATER,3,6,A9,Z,11.5,8.4,10.1,28,237
MERCEDES-BENZ SLC 300,Mercedes-Benz SLC 300,MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,A9,Z,9.5,7.2,8.5,33,200
MINI COOPER CLUBMAN ALL4,Mini COOPER CLUBMAN ALL4,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
MINI COOPER COUNTRYMAN ALL4,Mini COOPER COUNTRYMAN ALL4,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
MINI COOPER S CLUBMAN ALL4,Mini COOPER S CLUBMAN ALL4,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.2,7.4,9,31,210
MINI COOPER S COUNTRYMAN  ALL4,Mini COOPER S COUNTRYMAN  ALL4,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213
MINI JOHN COOPER WORKS 3 DOOR,Mini JOHN COOPER WORKS 3 DOOR,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,AS6,Z,9.3,7.2,8.3,34,196
MINI JOHN COOPER WORKS CLUBMAN ALL4,Mini JOHN COOPER WORKS CLUBMAN ALL4,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.2,7.4,9,31,210
MITSUBISHI MIRAGE G4,Mitsubishi MIRAGE G4,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149
NISSAN QASHQAI,Nissan QASHQAI,NISSAN,QASHQAI,STATION WAGON - SMALL,2,4,AV,X,8.8,7.3,8.1,35,191
NISSAN QASHQAI AWD,Nissan QASHQAI AWD,NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2,4,AV,X,9.1,7.5,8.4,34,197
NISSAN SENTRA (TURBO),Nissan SENTRA (Turbo),NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193
NISSAN SENTRA NISMO,Nissan SENTRA NISMO,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
NISSAN TITAN 4WD PRO-4X,Nissan TITAN 4WD PRO-4X,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16,12,14.2,20,333
PORSCHE CAYENNE PLATINUM,Porsche CAYENNE PLATINUM,PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281
PORSCHE MACAN,Porsche MACAN,PORSCHE,MACAN,SUV - SMALL,2,4,A7,Z,11.6,9.3,10.6,27,248
PORSCHE MACAN GTS,Porsche MACAN GTS,PORSCHE,MACAN GTS,SUV - SMALL,3,6,A7,Z,13.8,10.3,12.3,23,287
ROLLS-ROYCE DAWN,Rolls-Royce DAWN,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20,12.6,16.7,17,390
SUBARU CROSSTREK AWD,Subaru CROSSTREK AWD,SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,AV6,X,9.1,7.2,8.2,34,193
SUBARU IMPREZA 4-DOOR AWD,Subaru IMPREZA 4-DOOR AWD,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,174
SUBARU IMPREZA 5-DOOR AWD,Subaru IMPREZA 5-DOOR AWD,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.5,7.5,38,176
SUBARU WRX AWD,Subaru WRX AWD,SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.5,9.6,11.2,25,255
TOYOTA 86,Toyota 86,TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,204
TOYOTA COROLLA IM,Toyota COROLLA iM,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176
TOYOTA HIGHLANDER AWD (START/STOP SYSTEM),Toyota HIGHLANDER AWD (Start/Stop System),TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27,247
TOYOTA HIGHLANDER AWD LE,Toyota HIGHLANDER AWD LE,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
VOLKSWAGEN GOLF ALLTRACK,Volkswagen GOLF ALLTRACK,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8,9.4,30,220
VOLKSWAGEN GOLF SPORTWAGEN,Volkswagen GOLF SPORTWAGEN,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,6.9,8.2,34,192
VOLKSWAGEN GOLF SPORTWAGEN 4MOTION,Volkswagen GOLF SPORTWAGEN 4MOTION,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8,9.4,30,220
VOLVO S60 INSCRIPTION T5,Volvo S60 INSCRIPTION T5,VOLVO,S60 INSCRIPTION T5,COMPACT,2,4,AS8,X,9.6,7,8.4,34,198
VOLVO S90 T5,Volvo S90 T5,VOLVO,S90 T5,MID-SIZE,2,4,AS8,Z,10.1,7,8.7,32,204
VOLVO S90 T6 AWD,Volvo S90 T6 AWD,VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.8,7.6,9.4,30,219
VOLVO V90 T5,Volvo V90 T5,VOLVO,V90 T5,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.1,7,8.7,32,204
VOLVO V90 T6 AWD,Volvo V90 T6 AWD,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.8,7.6,9.4,30,219
VOLVO V90 CC T6 AWD,Volvo V90 CC T6 AWD,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.7,7.9,9.4,30,221
ACURA TLX A-SPEC,Acura TLX A-SPEC,ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209
ACURA TLX SH-AWD A-SPEC,Acura TLX SH-AWD A-SPEC,ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12,8.2,10.3,27,240
ALFA ROMEO 4C COUPE,Alfa Romeo 4C COUPE,ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
ALFA ROMEO STELVIO AWD,Alfa Romeo STELVIO AWD,ALFA ROMEO,STELVIO AWD,SUV - SMALL,2,4,A8,Z,10.8,8.3,9.6,29,226
ALFA ROMEO STELVIO QUADRIFOGLIO,Alfa Romeo STELVIO QUADRIFOGLIO,ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23,292
ASTON MARTIN DB11 V8,Aston Martin DB11 V8,ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,11.5,25,271
AUDI A5 SPORTBACK QUATTRO,Audi A5 SPORTBACK QUATTRO,AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2,4,AM7,Z,10,7,8.7,32,203
AUDI R8 QUATTRO,Audi R8 QUATTRO,AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338
AUDI RS 3,Audi RS 3,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.3,10.5,27,248
AUDI S5 SPORTBACK,Audi S5 SPORTBACK,AUDI,S5 SPORTBACK,MID-SIZE,3,6,AM8,Z,11.5,8,9.9,29,232
AUDI TT RS,Audi TT RS,AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.3,8.2,10.5,27,245
AUDI TTS COUPE,Audi TTS COUPE,AUDI,TTS COUPE,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,9.5,30,222
BENTLEY CONTINENTAL SUPERSPORTS,Bentley CONTINENTAL SUPERSPORTS,BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6,12,AS8,Z,20.4,12,16.6,17,389
BMW 640I XDRIVE GRAN TURISMO,Bmw 640i xDRIVE GRAN TURISMO,BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.4,10.3,27,241
BMW 750I XDRIVE SWB,Bmw 750i xDRIVE SWB,BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283
BMW M550I XDRIVE,Bmw M550i xDRIVE,BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283
BMW X2 XDRIVE28I,Bmw X2 xDRIVE28i,BMW,X2 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11,7.7,9.5,30,222
BMW X3 XDRIVE30I,Bmw X3 xDRIVE30i,BMW,X3 xDRIVE30i,SUV - SMALL,2,4,AS8,Z,10.8,8,9.5,30,223
BMW X3 M40I,Bmw X3 M40i,BMW,X3 M40i,SUV - SMALL,3,6,AS8,Z,11.7,8.6,10.3,27,241
BUGATTI CHIRON,Bugatti CHIRON,BUGATTI,CHIRON,TWO-SEATER,8,16,AM7,Z,26.8,16.6,22.2,13,522
BUICK ENCORE (SIDI WITH STOP/START),Buick ENCORE (SIDI with Stop/Start),BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36,185
BUICK ENCORE AWD (SIDI WITH STOP/START),Buick ENCORE AWD (SIDI with Stop/Start),BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,9,7.6,8.3,34,196
CHEVROLET CRUZE HATCHBACK DIESEL,Chevrolet CRUZE HATCHBACK DIESEL,CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,D,7.8,5.2,6.6,43,178
CHEVROLET SILVERADO EASSIST,Chevrolet SILVERADO eASSIST,CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10,11.8,24,278
DODGE CHALLENGER GT AWD,Dodge CHALLENGER GT AWD,DODGE,CHALLENGER GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE CHALLENGER GT AWD FFV,Dodge CHALLENGER GT AWD FFV,DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE CHALLENGER SRT DEMON,Dodge CHALLENGER SRT DEMON,DODGE,CHALLENGER SRT DEMON,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE DURANGO AWD SRT,Dodge DURANGO AWD SRT,DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
FIAT 500,Fiat 500,FIAT,500,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202
FIAT 500 ABARTH,Fiat 500 ABARTH,FIAT,500 ABARTH,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202
FORD ECOSPORT,Ford ECOSPORT,FORD,ECOSPORT,SUV - SMALL,1,3,AS6,X,8.6,8.1,8.4,34,195
FORD ECOSPORT AWD,Ford ECOSPORT AWD,FORD,ECOSPORT AWD,SUV - SMALL,2,4,AS6,X,10.2,8,9.3,30,217
FORD F-150 FFV (LT TIRE PKG),Ford F-150 FFV (LT Tire Pkg),FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263
FORD F-150 4X4 XL/XLT,Ford F-150 4X4 XL/XLT,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.2,8.4,9.9,29,266
FORD F-150 RAPTOR 4WD,Ford F-150 RAPTOR 4WD,FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
GMC SIERRA EASSIST,Gmc SIERRA eASSIST,GMC,SIERRA eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10,11.8,24,278
HONDA ACCORD SPORT/TOURING,Honda ACCORD SPORT/TOURING,HONDA,ACCORD SPORT/TOURING,MID-SIZE,2,4,AS10,X,10.4,7.4,9.1,31,211
HONDA CIVIC COUPE SI,Honda CIVIC COUPE Si,HONDA,CIVIC COUPE Si,COMPACT,1.5,4,M6,Z,8.4,6.2,7.4,38,173
HONDA CIVIC HATCHBACK SPORT,Honda CIVIC HATCHBACK SPORT,HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
HONDA CIVIC SEDAN SI,Honda CIVIC SEDAN Si,HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173
HONDA CIVIC TYPE R,Honda CIVIC TYPE R,HONDA,CIVIC TYPE R,FULL-SIZE,2,4,M6,Z,10.6,8.3,9.6,29,224
HONDA ODYSSEY TOURING,Honda ODYSSEY TOURING,HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
HYUNDAI KONA,Hyundai KONA,HYUNDAI,KONA,SUV - SMALL,2,4,AS6,X,8.6,7,7.9,36,186
HYUNDAI KONA AWD,Hyundai KONA AWD,HYUNDAI,KONA AWD,SUV - SMALL,1.6,4,AM7,X,9,8,8.6,33,201
HYUNDAI SANTA FE SPORT ULTIMATE AWD,Hyundai SANTA FE SPORT ULTIMATE AWD,HYUNDAI,SANTA FE SPORT ULTIMATE AWD,SUV - SMALL,2,4,AS6,X,12.5,9.6,11.2,25,264
INFINITI Q50 AWD RED SPORT,Infiniti Q50 AWD RED SPORT,INFINITI,Q50 AWD RED SPORT,MID-SIZE,3,6,AS7,Z,12.5,9.3,11.1,25,260
INFINITI Q60 AWD RED SPORT,Infiniti Q60 AWD RED SPORT,INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259
JAGUAR F-PACE 20D,Jaguar F-PACE 20d,JAGUAR,F-PACE 20d,SUV - SMALL,2,4,AS8,D,8.9,7.2,8.1,35,218
JAGUAR F-PACE 25T,Jaguar F-PACE 25t,JAGUAR,F-PACE 25t,SUV - SMALL,2,4,AS8,Z,10.7,8.8,9.9,29,227
JAGUAR F-TYPE CONVERTIBLE R-DYNAMIC,Jaguar F-TYPE CONVERTIBLE R-DYNAMIC,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR F-TYPE CONVERTIBLE R-DYNAMIC AWD,Jaguar F-TYPE CONVERTIBLE R-DYNAMIC AWD,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
JAGUAR F-TYPE COUPE R-DYNAMIC,Jaguar F-TYPE COUPE R-DYNAMIC,JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR F-TYPE COUPE R-DYNAMIC AWD,Jaguar F-TYPE COUPE R-DYNAMIC AWD,JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
JAGUAR XE 25T AWD,Jaguar XE 25t AWD,JAGUAR,XE 25t AWD,COMPACT,2,4,AS8,Z,9.8,6.9,8.5,33,200
JAGUAR XF 25T AWD,Jaguar XF 25t AWD,JAGUAR,XF 25t AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,8.8,32,207
JAGUAR XJ R-SPORT AWD,Jaguar XJ R-SPORT AWD,JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3,6,AS8,Z,14,9,11.8,24,276
JAGUAR XJL PORTFOLIO AWD,Jaguar XJL PORTFOLIO AWD,JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,11.9,24,280
JEEP CHEROKEE 4X4 ACTIVE DRIVE I FFV,Jeep CHEROKEE 4X4 ACTIVE DRIVE I FFV,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10,28,235
JEEP GRAND CHEROKEE 4X4 SRT,Jeep GRAND CHEROKEE 4X4 SRT,JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP GRAND CHEROKEE 4X4 TRACKHAWK,Jeep GRAND CHEROKEE 4X4 TRACKHAWK,JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
JEEP NEW WRANGLER 4X4,Jeep NEW WRANGLER 4X4,JEEP,NEW WRANGLER 4X4,SUV - SMALL,2,4,A8,X,10.5,9.4,10,28,233
JEEP NEW WRANGLER UNLIMITED 4X4,Jeep NEW WRANGLER UNLIMITED 4X4,JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2,4,A8,X,10.9,10,10.5,27,245
JEEP WRANGLER JK 4X4,Jeep WRANGLER JK 4X4,JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299
